01, 22, 24, 21, 22, 48, 52, 45, 48, 582, 767, 482, 586
02, 22, 23, 22, 23, 50, 51, 50, 50, 538, 592, 503, 537
03, 23, 24, 23, 24, 49, 51, 48, 50, 502, 541, 470, 503
04, 23, 24, 23, 23, 53, 57, 50, 53, 537, 798, 465, 525
05, 24, 26, 24, 24, 52, 56, 44, 54, 563, 867, 478, 522
06, 23, 24, 23, 23, 51, 55, 47, 53, 533, 687, 465, 528
07, 22, 23, 22, 23, 43, 54, 31, 40, 521, 645, 453, 512
08, 22, 24, 22, 23, 36, 40, 30, 37, 589, 929, 450, 525
09, 22, 23, 22, 23, 40, 43, 40, 41, 528, 866, 447, 481
10, 22, 23, 22, 23, 47, 54, 43, 48, 451, 474, 428, 451
11, 24, 26, 23, 24, 54, 58, 53, 55, 572, 844, 442, 566
12, 25, 26, 24, 25, 53, 56, 46, 54, 609, 805, 513, 605
13, 25, 26, 24, 25, 44, 50, 23, 49, 532, 647, 460, 527
14, 25, 26, 25, 25, 31, 33, 28, 31, 497, 589, 458, 497
15, 25, 26, 25, 26, 34, 40, 28, 35, 500, 647, 456, 498
16, 24, 26, 23, 25, 47, 63, 35, 45, 492, 596, 450, 487
17, 24, 25, 24, 24, 52, 56, 50, 52, 492, 555, 463, 489
18, 25, 25, 25, 25, 54, 59, 50, 52, 508, 593, 459, 487
19, 23, 25, 22, 24, 59, 66, 55, 59, 506, 757, 469, 500
20, 22, 24, 21, 23, 47, 55, 42, 45, 526, 695, 444, 499
21, 21, 24, 21, 21, 45, 49, 45, 46, 522, 709, 439, 471
22, 21, 24, 21, 21, 50, 56, 48, 49, 519, 700, 449, 508
23, 21, 24, 21, 22, 55, 58, 52, 55, 534, 671, 462, 535
24, 22, 23, 22, 22, 54, 56, 54, 55, 492, 546, 460, 487
25, 23, 24, 23, 24, 53, 57, 50, 55, 512, 636, 455, 503
26, 24, 25, 24, 24, 56, 58, 55, 56, 544, 630, 505, 537
27, 24, 26, 24, 24, 56, 59, 53, 58, 532, 804, 463, 519
28, 24, 26, 24, 25, 50, 57, 41, 51, 530, 712, 465, 522
29, 24, 26, 24, 25, 43, 54, 29, 46, 505, 569, 459, 509
30, 25, 26, 25, 26, 48, 52, 39, 49, 512, 551, 478, 511
31, 25, 26, 25, 26, 49, 51, 48, 50, 486, 525, 461, 485
