01, 23, 24, 22, 23, 41, 54, 32, 39, 550, 741, 463, 543
02, 22, 23, 21, 22, 44, 49, 40, 44, 484, 646, 435, 466
03, 21, 24, 21, 22, 33, 40, 24, 34, 486, 635, 428, 469
04, 22, 23, 21, 22, 32, 36, 29, 33, 530, 674, 461, 509
05, 22, 23, 22, 22, 42, 52, 36, 43, 478, 550, 437, 477
06, 22, 24, 22, 22, 44, 48, 38, 47, 488, 549, 455, 487
07, 22, 24, 21, 23, 49, 63, 42, 47, 547, 698, 468, 519
08, 23, 25, 22, 23, 49, 53, 44, 49, 533, 694, 478, 521
09, 23, 24, 23, 24, 46, 48, 44, 46, 476, 566, 441, 470
10, 24, 25, 24, 25, 35, 44, 23, 36, 490, 588, 442, 489
11, 24, 25, 23, 24, 36, 38, 35, 37, 492, 578, 450, 486
12, 23, 24, 23, 23, 35, 38, 32, 36, 491, 593, 440, 487
13, 22, 23, 22, 23, 50, 62, 38, 47, 497, 575, 445, 495
14, 23, 26, 22, 23, 55, 61, 43, 55, 602, 835, 472, 594
15, 24, 26, 24, 25, 51, 55, 40, 52, 574, 666, 507, 576
16, 24, 25, 24, 25, 50, 53, 49, 51, 504, 608, 461, 489
17, 24, 26, 22, 24, 60, 69, 53, 59, 487, 573, 443, 483
18, 24, 25, 22, 24, 61, 70, 54, 61, 529, 623, 482, 518
19, 23, 24, 23, 24, 58, 62, 56, 59, 530, 705, 465, 524
20, 23, 25, 23, 24, 60, 66, 56, 60, 557, 658, 513, 549
21, 24, 26, 22, 24, 62, 72, 54, 62, 571, 769, 463, 536
22, 24, 25, 22, 24, 57, 63, 49, 59, 575, 826, 461, 553
23, 23, 24, 23, 24, 55, 58, 54, 55, 477, 566, 446, 471
24, 24, 26, 24, 25, 51, 55, 45, 52, 499, 602, 452, 478
25, 25, 26, 25, 25, 48, 51, 41, 49, 481, 584, 438, 481
26, 25, 27, 25, 26, 44, 49, 36, 45, 510, 617, 453, 510
27, 24, 25, 23, 25, 52, 60, 46, 53, 520, 631, 456, 520
28, 24, 26, 24, 25, 50, 54, 43, 51, 562, 975, 476, 529
29, 25, 27, 25, 25, 47, 53, 40, 49, 582, 922, 468, 548
30, 25, 26, 25, 26, 50, 55, 50, 50, 482, 560, 447, 473
31, 25, 26, 25, 25, 46, 54, 43, 48, 479, 537, 441, 474
