01, 25, 26, 24, 25, 48, 52, 44, 48, 499, 585, 440, 499
02, 25, 26, 25, 25, 47, 50, 43, 49, 519, 760, 459, 495
03, 26, 27, 25, 26, 48, 58, 42, 50, 527, 628, 458, 524
04, 25, 26, 23, 26, 59, 69, 54, 61, 556, 726, 466, 527
05, 25, 27, 25, 26, 56, 63, 48, 56, 543, 669, 473, 542
06, 25, 26, 25, 26, 55, 56, 54, 55, 529, 628, 476, 521
07, 25, 27, 24, 25, 53, 56, 41, 55, 518, 633, 463, 489
08, 25, 27, 24, 26, 50, 54, 39, 51, 552, 641, 490, 546
09, 25, 27, 25, 26, 45, 51, 37, 45, 526, 609, 474, 515
10, 26, 28, 25, 27, 45, 56, 36, 44, 579, 843, 479, 553
11, 26, 28, 25, 27, 50, 56, 40, 52, 566, 762, 465, 534
12, 26, 28, 25, 26, 50, 56, 44, 49, 609, 862, 470, 539
13, 27, 28, 26, 27, 51, 54, 51, 52, 511, 650, 461, 495
14, 26, 28, 24, 27, 54, 63, 49, 53, 545, 695, 453, 524
15, 26, 28, 26, 27, 53, 56, 49, 55, 541, 619, 491, 540
16, 26, 30, 24, 27, 53, 58, 42, 55, 525, 713, 462, 501
17, 29, 30, 27, 30, 42, 48, 36, 43, 514, 674, 465, 504
18, 28, 30, 27, 29, 40, 51, 35, 40, 592, 816, 446, 536
19, 27, 30, 25, 28, 49, 60, 42, 49, 591, 754, 469, 559
20, 26, 27, 26, 27, 55, 56, 54, 55, 476, 557, 451, 470
21, 26, 27, 24, 27, 52, 59, 45, 53, 494, 566, 445, 499
22, 25, 27, 24, 26, 52, 55, 45, 53, 506, 659, 465, 500
23, 26, 28, 25, 26, 51, 59, 46, 52, 531, 709, 457, 510
24, 26, 28, 24, 27, 52, 63, 43, 51, 558, 738, 467, 535
25, 26, 27, 23, 26, 52, 62, 46, 54, 612, 795, 472, 596
26, 26, 28, 25, 27, 50, 59, 45, 52, 548, 677, 471, 520
27, 27, 28, 27, 28, 52, 53, 52, 52, 529, 654, 457, 515
28, 27, 28, 26, 28, 49, 56, 42, 51, 539, 931, 445, 476
29, 27, 28, 26, 27, 54, 59, 52, 55, 484, 529, 452, 483
30, 26, 27, 25, 26, 55, 63, 48, 54, 519, 753, 444, 489
