01, 25, 26, 25, 25, 55, 62, 49, 57, 513, 809, 453, 509
02, 25, 27, 25, 25, 59, 64, 56, 59, 527, 690, 474, 521
03, 25, 27, 23, 26, 59, 70, 51, 60, 572, 840, 490, 548
04, 25, 27, 23, 26, 61, 71, 50, 61, 545, 772, 485, 540
05, 25, 27, 24, 26, 61, 71, 52, 60, 533, 600, 492, 529
06, 27, 28, 27, 27, 58, 61, 57, 59, 503, 564, 463, 499
07, 26, 27, 26, 27, 52, 58, 49, 50, 466, 495, 439, 467
08, 25, 27, 23, 26, 56, 69, 47, 52, 506, 583, 446, 518
09, 25, 27, 23, 25, 59, 68, 52, 57, 536, 659, 484, 532
10, 25, 28, 23, 27, 57, 73, 42, 56, 501, 589, 462, 498
11, 26, 29, 23, 27, 63, 79, 54, 61, 511, 588, 462, 508
12, 25, 28, 23, 26, 67, 80, 57, 66, 534, 698, 466, 524
13, 25, 28, 20, 27, 65, 72, 56, 66, 539, 641, 480, 537
14, 26, 26, 26, 26, 62, 64, 61, 63, 502, 554, 476, 501
15, 24, 27, 22, 26, 62, 69, 53, 63, 532, 649, 476, 535
16, 26, 28, 22, 27, 57, 70, 53, 57, 540, 685, 488, 531
17, 26, 28, 22, 27, 53, 59, 44, 54, 521, 669, 450, 487
18, 25, 27, 23, 26, 51, 58, 46, 52, 544, 806, 462, 535
19, 24, 26, 22, 25, 56, 65, 41, 57, 532, 701, 452, 535
20, 25, 26, 25, 25, 58, 62, 57, 58, 496, 611, 457, 486
21, 26, 26, 26, 26, 58, 59, 57, 58, 461, 489, 435, 460
22, 25, 26, 24, 25, 60, 64, 59, 59, 480, 563, 440, 473
23, 24, 26, 24, 25, 61, 65, 60, 61, 494, 567, 453, 489
24, 25, 26, 25, 26, 61, 64, 58, 61, 533, 628, 465, 527
25, 25, 26, 25, 25, 62, 64, 60, 63, 542, 688, 465, 524
26, 24, 27, 23, 25, 65, 76, 59, 63, 561, 647, 492, 569
27, 24, 27, 23, 26, 66, 75, 59, 66, 561, 787, 498, 553
28, 26, 27, 23, 26, 63, 68, 59, 65, 523, 620, 465, 518
29, 25, 27, 23, 26, 59, 69, 50, 61, 512, 627, 462, 513
30, 26, 27, 23, 27, 67, 78, 58, 67, 529, 596, 488, 523
