01, 29, 30, 28, 30, 57, 60, 54, 58, 587, 863, 505, 555
02, 28, 31, 25, 30, 56, 63, 48, 58, 521, 598, 480, 517
03, 27, 30, 24, 28, 57, 61, 47, 59, 543, 671, 478, 543
04, 27, 30, 25, 28, 56, 64, 49, 58, 555, 690, 480, 544
05, 27, 30, 25, 26, 55, 62, 48, 55, 562, 654, 491, 556
06, 27, 30, 25, 28, 54, 60, 45, 56, 583, 720, 463, 551
07, 28, 30, 26, 29, 58, 66, 55, 58, 589, 741, 487, 571
08, 28, 29, 26, 29, 62, 67, 55, 63, 495, 563, 457, 486
09, 28, 30, 26, 29, 59, 64, 44, 60, 499, 570, 449, 492
10, 28, 31, 26, 29, 53, 60, 45, 58, 476, 556, 444, 471
11, 27, 31, 25, 29, 50, 57, 43, 51, 572, 783, 458, 530
12, 27, 30, 24, 29, 56, 65, 47, 56, 572, 730, 465, 537
13, 25, 29, 24, 25, 58, 73, 48, 56, 597, 787, 460, 586
14, 25, 28, 23, 26, 63, 71, 58, 63, 603, 743, 482, 595
15, 25, 26, 25, 25, 63, 65, 62, 64, 481, 656, 435, 463
16, 25, 25, 25, 25, 63, 67, 62, 63, 505, 582, 442, 501
17, 25, 26, 25, 25, 63, 64, 63, 63, 472, 497, 456, 472
18, 25, 27, 24, 26, 62, 65, 51, 63, 515, 625, 447, 530
19, 25, 27, 24, 25, 59, 67, 48, 62, 537, 608, 459, 537
20, 26, 29, 24, 26, 58, 68, 49, 58, 565, 757, 470, 545
21, 27, 29, 25, 28, 57, 61, 49, 58, 536, 613, 483, 537
22, 29, 30, 27, 29, 59, 61, 56, 60, 479, 512, 455, 478
23, 27, 30, 25, 30, 58, 63, 48, 61, 509, 564, 465, 511
24, 26, 29, 24, 25, 58, 65, 51, 59, 558, 661, 478, 550
25, 26, 29, 24, 25, 57, 63, 48, 58, 513, 566, 466, 512
26, 26, 30, 25, 26, 58, 64, 51, 60, 579, 756, 495, 553
27, 27, 30, 26, 27, 54, 63, 46, 55, 646, 843, 500, 592
28, 28, 31, 26, 29, 59, 68, 49, 64, 607, 807, 510, 552
29, 28, 31, 26, 30, 57, 59, 54, 57, 526, 604, 479, 521
30, 28, 31, 26, 28, 56, 60, 41, 58, 562, 747, 477, 570
31, 27, 31, 25, 27, 55, 63, 47, 56, 551, 646, 484, 544
