01, 13, 15, 13, 14, 31, 34, 31, 32, 456, 526, 425, 453
02, 13, 13, 13, 13, 33, 35, 33, 34, 468, 516, 437, 464
03, 15, 23, 12, 15, 36, 60, 27, 35, 627, 879, 447, 650
04, 13, 15, 13, 14, 44, 61, 41, 42, 699, 1017, 494, 660
05, 12, 13, 12, 12, 39, 42, 38, 40, 530, 781, 460, 503
06, 16, 24, 11, 12, 35, 41, 28, 37, 900, 2000, 445, 481
07, 19, 24, 15, 20, 37, 47, 31, 38, 1089, 1859, 729, 988
08, 18, 24, 14, 17, 38, 44, 34, 40, 874, 1553, 514, 822
09, 18, 23, 16, 18, 36, 44, 25, 38, 746, 1184, 578, 696
10, 19, 25, 15, 21, 34, 42, 30, 35, 1046, 2000, 487, 973
11, 16, 23, 15, 16, 36, 38, 32, 37, 616, 1982, 490, 550
12, 14, 19, 14, 14, 37, 39, 32, 38, 529, 691, 471, 506
13, 18, 24, 13, 18, 36, 40, 29, 37, 860, 2000, 477, 682
14, 22, 25, 18, 23, 33, 39, 28, 32, 944, 1493, 600, 890
15, 18, 24, 16, 18, 38, 43, 27, 40, 775, 1280, 555, 748
16, 18, 24, 16, 18, 33, 36, 28, 34, 764, 1091, 546, 738
17, 19, 25, 15, 20, 32, 38, 27, 34, 922, 2000, 543, 755
18, 15, 20, 13, 15, 36, 38, 35, 36, 726, 1752, 464, 562
19, 13, 14, 13, 13, 36, 38, 36, 36, 469, 491, 450, 469
20, 17, 25, 12, 18, 35, 39, 31, 37, 814, 1723, 450, 670
21, 20, 25, 16, 21, 33, 44, 27, 33, 817, 1528, 520, 841
22, 18, 23, 15, 18, 37, 45, 29, 37, 702, 1207, 513, 690
23, 17, 23, 15, 17, 37, 41, 33, 38, 767, 1240, 527, 713
24, 20, 25, 16, 21, 39, 49, 29, 40, 1003, 2000, 598, 913
25, 16, 25, 15, 16, 36, 39, 31, 36, 659, 1294, 489, 568
26, 14, 15, 13, 14, 38, 39, 36, 39, 481, 516, 457, 480
27, 17, 25, 13, 17, 39, 49, 36, 39, 742, 1498, 473, 591
28, 19, 24, 13, 20, 40, 48, 34, 42, 707, 1347, 473, 624
29, 19, 24, 16, 19, 42, 48, 34, 44, 911, 1328, 584, 807
30, 18, 24, 16, 17, 46, 61, 37, 46, 838, 1318, 589, 794
31, 20, 25, 16, 20, 39, 57, 26, 39, 797, 1772, 474, 581
