01, 23, 24, 22, 24, 54, 58, 50, 54, 532, 685, 474, 530
02, 23, 25, 22, 24, 52, 59, 42, 53, 549, 629, 488, 541
03, 23, 25, 22, 24, 53, 57, 48, 53, 517, 624, 474, 505
04, 23, 25, 23, 24, 54, 59, 50, 54, 498, 535, 476, 498
05, 24, 25, 23, 24, 55, 60, 51, 55, 528, 801, 466, 495
06, 24, 26, 22, 24, 39, 57, 33, 39, 513, 669, 460, 504
07, 25, 26, 24, 25, 44, 52, 41, 42, 554, 1107, 465, 515
08, 22, 24, 22, 23, 53, 60, 47, 55, 501, 571, 459, 501
09, 22, 24, 21, 22, 54, 61, 52, 54, 521, 611, 463, 519
10, 21, 24, 21, 21, 58, 70, 54, 56, 508, 634, 449, 499
11, 21, 22, 21, 22, 60, 62, 60, 61, 496, 579, 457, 486
12, 22, 24, 21, 22, 64, 71, 61, 61, 509, 577, 449, 522
13, 23, 24, 23, 24, 63, 70, 51, 65, 538, 583, 490, 539
14, 24, 25, 24, 24, 51, 56, 44, 50, 527, 597, 483, 530
15, 23, 24, 23, 24, 50, 56, 44, 51, 511, 569, 469, 511
16, 23, 25, 21, 24, 39, 48, 29, 40, 603, 899, 457, 562
17, 22, 23, 21, 22, 45, 49, 42, 46, 499, 591, 450, 495
18, 20, 21, 20, 20, 48, 49, 48, 49, 457, 488, 436, 457
19, 21, 23, 19, 20, 48, 50, 45, 49, 503, 639, 455, 488
20, 20, 23, 20, 21, 46, 50, 41, 46, 525, 623, 467, 527
21, 20, 21, 20, 21, 46, 48, 43, 46, 516, 587, 467, 516
22, 21, 25, 20, 22, 46, 48, 44, 47, 534, 667, 464, 518
23, 22, 25, 21, 23, 53, 65, 46, 52, 558, 721, 484, 560
24, 22, 25, 21, 22, 44, 55, 30, 45, 513, 606, 468, 505
25, 21, 23, 21, 21, 39, 42, 36, 39, 461, 505, 439, 459
26, 22, 25, 20, 23, 38, 43, 29, 41, 522, 668, 453, 522
27, 22, 25, 21, 22, 40, 44, 36, 40, 521, 610, 468, 524
28, 23, 25, 22, 23, 41, 46, 37, 42, 536, 618, 470, 536
29, 23, 25, 22, 23, 35, 46, 24, 32, 535, 619, 477, 532
30, 22, 24, 22, 23, 28, 33, 23, 29, 522, 691, 446, 520
31, 21, 23, 20, 22, 30, 33, 27, 30, 497, 679, -9998, 504
