01, 27, 28, 26, 27, 64, 66, 63, 65, 525, 722, 457, 503
02, 27, 28, 24, 28, 62, 68, 56, 63, 474, 521, 447, 470
03, 28, 30, 24, 28, 57, 62, 46, 59, 589, 1014, 465, 506
04, 26, 29, 23, 25, 61, 75, 54, 61, 555, 670, 486, 553
05, 26, 29, 24, 26, 63, 73, 52, 64, 560, 738, 494, 556
06, 27, 30, 24, 29, 61, 68, 53, 62, 551, 723, 499, 539
07, 26, 30, 24, 26, 59, 68, 52, 60, 565, 720, 470, 548
08, 26, 30, 21, 25, 62, 77, 50, 62, 530, 673, 485, 522
09, 28, 31, 23, 29, 58, 68, 54, 59, 517, 606, 479, 510
10, 27, 31, 24, 26, 60, 74, 55, 59, 546, 819, 495, 532
11, 27, 30, 24, 27, 60, 69, 54, 60, 512, 566, 469, 510
12, 27, 31, 23, 30, 60, 68, 57, 61, 585, 818, 476, 510
13, 26, 30, 23, 27, 60, 66, 46, 60, 607, 739, 509, 593
14, 27, 30, 24, 28, 60, 66, 57, 61, 596, 849, 494, 572
15, 29, 32, 25, 30, 59, 63, 55, 60, 555, 630, 502, 555
16, 32, 33, 28, 32, 58, 61, 55, 60, 531, 589, 490, 529
17, 30, 33, 25, 31, 57, 60, 49, 58, 543, 709, 488, 546
18, 27, 32, 23, 27, 55, 64, 38, 56, 558, 727, 494, 535
19, 28, 31, 24, 30, 52, 57, 45, 54, 544, 659, 480, 528
20, 27, 31, 23, 28, 54, 59, 42, 55, 546, 718, 467, 540
21, 27, 31, 24, 30, 58, 69, 46, 58, 548, 668, 480, 545
22, 30, 32, 27, 31, 57, 60, 52, 59, 539, 651, 490, 528
23, 30, 31, 27, 31, 55, 58, 53, 56, 487, 529, 458, 486
24, 28, 31, 25, 29, 55, 60, 48, 57, 514, 602, 473, 509
25, 25, 27, 24, 25, 55, 67, 46, 54, 559, 1079, 444, 545
26, 26, 30, 24, 26, 54, 67, 44, 52, 647, 982, 497, 603
27, 24, 26, 24, 25, 60, 69, 50, 61, 533, 592, 492, 531
28, 24, 26, 24, 25, 56, 73, 45, 56, 557, 693, 473, 544
29, 25, 26, 25, 25, 53, 61, 47, 53, 499, 621, 460, 486
30, 25, 26, 25, 25, 50, 54, 43, 51, 468, 499, 440, 469
31, 25, 26, 25, 26, 52, 62, 44, 52, 507, 696, 445, 490
