01, 20, 22, 18, 20, 40, 58, 20, 46, 568, 720, 469, 549
02, 19, 22, 17, 20, 23, 29, 17, 26, 511, 588, 452, 513
03, 19, 22, 17, 20, 28, 32, 26, 28, 570, 759, 464, 540
04, 20, 23, 17, 20, 27, 32, 20, 29, 636, 818, 485, 603
05, 17, 21, 16, 17, 25, 29, 23, 25, 508, 862, 444, 466
06, 17, 20, 15, 16, 31, 38, 29, 30, 502, 593, 445, 476
07, 19, 22, 17, 20, 42, 49, 38, 42, 543, 639, 473, 553
08, 19, 21, 17, 19, 44, 54, 39, 46, 590, 793, 458, 564
09, 20, 21, 20, 21, 33, 39, 29, 32, 555, 638, 482, 555
10, 19, 21, 17, 20, 32, 34, 30, 32, 593, 830, 468, 556
11, 18, 21, 17, 19, 34, 37, 32, 35, 629, 803, 511, 651
12, 17, 20, 16, 17, 37, 39, 35, 38, 534, 650, 477, 516
13, 17, 19, 16, 16, 29, 39, 20, 35, 497, 567, 449, 495
14, 17, 21, 16, 18, 29, 36, 23, 31, 580, 824, 447, 526
15, 19, 22, 16, 19, 31, 35, 24, 33, 686, 962, 518, 684
16, 19, 21, 17, 20, 31, 36, 27, 32, 607, 829, 522, 594
17, 19, 22, 17, 20, 35, 41, 23, 35, 610, 799, 490, 586
18, 18, 20, 15, 18, 22, 28, 15, 20, 553, 701, 449, 525
19, 14, 20, 14, 14, 21, 25, 18, 22, 484, 607, 447, 474
20, 16, 21, 13, 17, 26, 28, 23, 26, 555, 721, 469, 542
21, 19, 22, 17, 20, 27, 33, 24, 27, 642, 840, 485, 617
22, 19, 21, 17, 20, 24, 32, 17, 24, 607, 781, 470, 595
23, 20, 22, 20, 21, 17, 23, 14, 17, 538, 630, 451, 544
24, 22, 23, 21, 23, 22, 26, 19, 23, 653, 764, 519, 682
25, 19, 22, 18, 20, 26, 33, 18, 28, 565, 755, 479, 546
26, 16, 21, 14, 16, 20, 22, 18, 20, 590, 790, 438, 567
27, 15, 18, 12, 14, 18, 20, 14, 18, 525, 688, 435, 487
28, 16, 19, 13, 16, 18, 20, 16, 19, 530, 688, 460, 508
29, 15, 19, 13, 16, 20, 24, 18, 20, 531, 655, 447, 492
30, 17, 19, 16, 17, 22, 28, 19, 23, 567, 868, 480, 534
31, 15, 18, 14, 16, 22, 25, 17, 24, 538, 762, 444, 533
