0.0, 0.0, 0.008171616366438192
0.05, 1.1080493464376104, 0.02221102367752171
0.1, 4.404913533436186, 0.060363023483966056
0.15, 9.809412823046898, 0.16398921499211616
0.2, 17.188470506254745, 0.4450721681942594
0.25, 26.360389693210728, 1.204713166371274
0.3, 37.099327293677426, 3.2375177931764805
0.35, 49.14085502344079, 8.536657171962021
0.4, 62.18847050625474, 21.456525963981157
0.45, 75.92089814637923, 48.409455846599116
0.5, 90.0, 90.0
0.55, 104.0791018536208, 131.59054415340088
0.6, 117.81152949374527, 158.5434740360188
0.65, 130.8591449765592, 171.463342828038
0.7, 142.90067270632258, 176.76248220682353
0.75, 153.63961030678928, 178.79528683362875
0.8, 162.81152949374527, 179.55492783180577
0.85, 170.1905871769531, 179.8360107850079
0.9, 175.59508646656383, 179.93963697651606
0.95, 178.8919506535624, 179.97778897632247
1.0, 180.0, 179.99182838363356
